VTV1,VTV2,VTV3,VTV4,VTV5,VTV5 Tây Nam Bộ,VTV5 Tây Nguyên,VTV6,VTV7,VTV8,VTV9,VTVCab1,VTVCab17 - Yeah 1,VTVCab2 - PhimViet,VTVCab6 - HayTV,VTVCab7 - D Dramas,VTVCab8 - BiBi
00:00 - Thời sự 0h -  ,00:00 - Phim tài liệu khoa học - Rác làng Khoai,"00:00 - Khám phá thế giới - Cuộc cách mạng trong kinh doanh - Tập 1: ""Dữ liệu lớn - Kinh doanh lớn""",00:00 - Bản tin tiếng Việt 0h -  ,"00:00 - Phim tài liệu - Lý Sơn, biển và người","00:00 - Phim tài liệu - Lý Sơn, biển và người","00:00 - Phim tài liệu - Lý Sơn, biển và người",00:00 -  - ,00:00 -  - ,00:00 -  - ,00:00 - Thể thao -  ,00:00 - Sao thế giới - Tập 153,00:00 -  - ,00:00 -  - ,00:00 - Chân tình bốn phương - Tập 325 - 326 -  ,00:00 - Phim truyện - Phượng mưu hoàng kế - Tập 2,00:00 -  - 
00:15 - Cảm ơn cuộc đời - Cánh cửa nhìn ra vũ trụ,00:30 - Phóng sự - Đan võng ngô đồng,00:30 - Truyền hình trực tiếp - World Cup 2018: Đức - Thụy Điển,00:20 - Sức sống thể thao -  ,00:30 - Bạn nhà nông - Ứng dụng khoa học,00:30 - Bạn của nhà nông - Ứng dụng khoa học,00:30 - Bạn của nhà nông - Ứng dụng khoa học,00:30 - Chuyến đi màu xanh -  ,06:00 - Thức dậy cùng VTV7 -  ,05:00 - Chuyện biển chuyện người - Phiên chợ nổi trên phá Tam Giang,00:30 - Hòa điệu đất Chín Rồng - Hoa Mộc Lan,00:30 - Sao và sự kiện - Tập 313,00:30 - Bật mí bí mật - Số 5,00:02 - Phim truyện - Đò dọc - Tập 20,02:00 - Phim sitcom - Nè biết gì chưa - Tập 101 -  ,01:00 - Phim truyện - Hoa trong ngục - Tập 53,06:00 - Phim hoạt hình - Bí ẩn đại dương sâu thẳm - Tập 24
00:30 - Hòa nhạc thính phòng - Giới thiệu giao hưởng Shostakovic,00:45 - Khám phá thế giới - Thế giới võ thuật - Tập 7,03:30 - Văn hóa - Sự kiện và Nhân vật -  ,00:25 - Thời tiết du lịch -  ,01:00 - Khám phá thế giới - Hành trình của đá - Phần 5: Thiên thạch - Du khách từ trời cao,01:00 - Khám phá thế giới - Hành trình của đá - Phần 5,01:00 - Khám phá thế giới - Lớn lên trong hoang dã - Tập 1,01:00 - Phim truyện - Ranh giới thiện ác - Tập 17,07:00 - Crack'em up - Số 17,05:15 - Gặp gỡ cuối tuần -  ,02:00 - Từ biên cương đến hải đảo - Vững vàng chốn biên cương,01:00 - Chuyện khó đỡ - Tập 102,01:00 - Ẩm thực quanh ta - Số 23,01:00 - Phim truyện - Sức nặng tình thâm - Tập 21,02:30 - Nghề xưa còn lại - Số 03 -  ,02:00 - Phim truyện - Kẻ phụ tình - Tập 29,06:30 - Phim hoạt hình - Pokemon - Phần 1 - Tập 2
01:00 - Thời sự 1h -  ,01:30 - Phim truyện - Vòng xoáy vương quyền - Tập 13,04:20 - Vui - khoẻ - có ích -  ,00:30 - Talk Vietnam - Người phụ nữ Anh và ngôi trường hi vọng,02:00 - Bố ơi! Mình đi đâu thế? -  ,02:00 - Bố ơi! Mình đi đâu thế? -  ,02:00 - Đường lên đỉnh Olympia -  ,01:45 - Bảng xếp hạng âm nhạc Hàn Quốc -  ,07:30 - Đường đến trường - 69731 = 69713,05:25 - Chào buổi sáng Bông lúa -  ,02:20 - Cơm ấm nhà mình -  ,02:00 - Khám phá Malaysia cùng Martin Yan Phần 2 - Tập 12,01:30 - 360 độ thời trang - Số 23,02:00 - Phim truyện - Nhà trọ có 4 cô chiêu - Tập 27,03:00 - Ca nhạc - VZ Playlist - Tập 99 -  ,03:00 - Phim truyện - Phượng mưu hoàng kế - Tập 3,07:00 - Phim hoạt hình - Anh hùng không gian - Tập 6
"01:10 - Môi trường - Xử lý, tái chế tro xỉ công nghiệp",02:25 - Đẹp 24/7 - Sạm nám da: Nguyên nhân và cách phục hồi,05:10 - Bố ơi! Mình đi đâu thế? -  ,01:15 - Người Việt bốn phương -  ,02:45 - Thông tin chính sách & pháp luật -  ,"03:00 - Phim hoạt hình - Mongini - Giấc mơ ngôi sao - Tập 11, 12","03:00 - Phim hoạt hình - Farhat 2 - Hoàng tử Farhat và viên pha lê bọ cạp – Tập 9, 10",02:15 - Khám phá thế giới - Từ Macao tới Tứ Xuyên,07:45 - Đổi mới sáng tạo - Số 23,06:00 - Chào ngày mới -  ,02:30 - X-Show - Trải nghiệm lái máy bay Yak 52,02:30 - Sắc đẹp tội lỗi - Tập 1,02:00 - Khám phá biển đảo - Số 79,03:00 - Phim truyện - Yêu thuê - Tập 27,04:00 - Nghịch cảnh - Tập 29 -  ,04:00 - Phim truyện - Nhà tôi là nhất - Tập 88,08:00 - Phim hoạt hình - Huyền thoại một anh hùng - Tập 20
01:40 - Khám phá Việt Nam - Người truyền dạy vũ điệu Sila,02:30 - Khám phá thế giới - Trái đất – ngôi nhà chung - Tập 8,06:00 - Nhịp đập 360 độ thể thao -  ,01:30 - Sol vàng - Nhạc sỹ Tuấn Khanh - Song Ngọc,"03:00 - Phim hoạt hình - Mongini - giấc mơ ngôi sai - Tập 11, 12",03:30 - Ca nhạc -  ,03:30 - Ca nhạc -  ,03:00 - Hôm nay ai đến? -  ,08:00 - Mẹ ơi tại sao - Cơ thể bé,06:30 - Thông tin - Thông báo -  ,02:50 - Hương tình yêu -  ,03:30 - Sao thế giới - Tập 153,02:30 - Chuyện gia đình vàng - Số 38,04:00 - Phim truyện - Hoàng hôn dịu dàng - Tập 43,05:00 - Chân tình bốn phương - Tập 325 - 326 -  ,05:00 - Phim truyện - Con riêng của mẹ - Tập 31,08:30 - Phim hoạt hình - Lucas & Emily - Tập 6
02:00 - Thời sự 2h -  ,03:15 - Bạn của nhà nông -  ,06:45 - S- Việt Nam - Ẩm thực đường phố xứ sở mờ sương,03:00 - Phim tài liệu - Nghề đặc biệt - Người mở cửa tâm hồn trẻ tự kỷ,03:30 - Ca nhạc -  ,04:00 - Atlas miền trung - Biển xanh xứ Quảng,04:00 - Atlas miền Trung - Biển xanh xứ Quảng,03:30 - Thể thao - Tạp chí thể thao thế giới,08:15 - Baby on the way - Chào mừng đến phòng tớ,06:35 - Phim truyện - Nỗi lòng mẹ kế - Tập 30,03:00 - Gặp nhau để cười -  ,04:00 - Chuyện khó đỡ - Tập 102,02:45 - Bật mí bí mật - Số 5,05:00 - Phim truyện - Tơ đồng vương vấn - Tập 5,07:00 - Đội đặc nhiệm CID - Tập 163 -  ,06:00 - Phim truyện - Kẻ phụ tình - Tập 30,09:00 - Phim hoạt hình - Bí ẩn đại dương sâu thẳm - Tập 25
02:10 - Phim truyện - Thế lực cạnh tranh - Tập 38,04:00 - An sinh xã hội - Quy hoạch mạng lưới cơ sở giáo dục nghề nghiệp,06:50 - Cà phê sáng cuối tuần -  ,03:30 - Việt Nam và Thế giới - Luật An ninh Mạng,04:00 - Atlas miền Trung - Biển xanh xứ Quảng,04:30 - Phim truyện - Hoa Thiên Cốt - Tập 21,04:30 - Phim truyện - Hạnh phúc duyên đưa - Tập 36,04:00 - Phim truyện - Ranh giới thiện ác - Tập 18,08:30 - Chuyện học trò - Câu chuyện với hình xăm,07:20 - Sắc màu các dân tộc - Chuyện về tranh đỏ,03:10 - Nhìn ra thế giới - Những miền đất không thay đổi,05:00 - Bác sĩ ma cà rồng - Tập 7,03:00 - Yeah1 on stage - Số 24,06:00 - Phim truyện - Đò dọc - Tập 21,08:00 - Ca nhạc - VZ Playlist - Tập 100 -  ,07:00 - Phim truyện - Phượng mưu hoàng kế - Tập 4,09:30 - Phim hoạt hình - Coconut - Chú rồng tinh nghịch - Tập 23
03:00 - Thời sự 3h -  ,04:15 - Kỹ năng thoát hiểm - Khám phá hang động,07:55 - Mỗi ngày một niềm vui -  ,04:00 - Phim cuối tuần - Vô cảm,04:30 - Phim truyện - Hoa thiên cốt - Tập 21,05:15 - Khám phá Việt Nam -  ,05:15 - Khám phá Việt Nam -  ,04:45 - Khám phá Việt Nam - Tiếng nói tâm hồn người Khmer,09:00 - Phim hoạt hình - Chú rô bốt của tôi - Tập 47,07:50 - Văn học - Nghệ thuật - Giấc mơ còn mãi,03:55 - Lắm người nhiều ma -  ,06:00 - Kiến tạo nhịp cầu mùa 4 - Tập 1,04:00 - Bạn muốn hẹn hò - Số 80,07:00 - Phim truyện - Sức nặng tình thâm - Tập 22,09:00 - Phim sitcom - Nè biết gì chưa - Tập 101 -  ,08:00 - Phim truyện - Nhà tôi là nhất - Tập 89,10:00 - Phim hoạt hình - Cô bé bướng bỉnh - Tập 19
03:10 - Tạp chí âm nhạc - Số 6,04:30 - Khám phá thế giới - Sống cùng sư tử - Tập 5,08:00 - Lắng nghe con yêu -  ,05:45 - Thời tiết du lịch -  ,05:15 - Khám phá Việt Nam -  ,05:30 - Chương trình tiếng Khmer -  ,05:30 - Chương trình tiếng Ba Na -  ,05:00 - Khám phá thế giới - Thực phẩm làm đẹp da - Tập 6,09:10 - Phim hoạt hình - Chú rô bốt của tôi - Tập 48,08:15 - VTV kết nối -  ,04:10 - Một chuyến phiêu lưu -  ,06:30 - Sao và sự kiện - Tập 313,04:30 - Siêu thị âm nhạc - Số 139,08:00 - Phim truyện - Nhà trọ có 4 cô chiêu - Tập 28,09:30 - Nghề xưa còn lại - Số 03 -  ,09:00 - Phim truyện - Hoa trong ngục - Tập 54,10:30 - Phim hoạt hình - Huyền thoại một anh hùng - Tập 21
04:00 - Thời sự 4h -  ,05:00 - Khỏe thật đơn giản -  ,08:50 - Vẻ đẹp phụ nữ Á Đông -  ,06:00 - Người Việt bốn phương -  ,05:30 - Chương trình tiếng Mông -  ,07:35 - Thông tin nông nghiệp -  ,06:00 - Chương trình tiếng Cơ Ho -  ,05:30 - Hôm nay ai đến? -  ,09:30 - Siêu tính nhẩm - Số 4,08:30 - Nhịp sống miền Trung - Bất cập đường sắt nội đô,04:30 - Thẩm mỹ văn minh -  ,07:00 - Người tình của tôi - Tập 2,05:30 - Gia đình tài tử - Số 79,09:00 - Phim truyện - Yêu thuê - Tập 28,10:00 - Nghịch cảnh - Tập 29 -  ,10:00 - Phim truyện - Phượng mưu hoàng kế - Tập 5,11:00 - Phim hoạt hình - Ninja nhí hành động - Tập 14
