VTV1,VTV2,VTV3,VTV4,VTV5,VTV5 Tây Nam Bộ,VTV5 Tây Nguyên,VTV6,VTV7,VTV8,VTV9,VTVCab1,VTVCab17 - Yeah 1,VTVCab2 - PhimViet,VTVCab6 - HayTV,VTVCab7 - D Dramas,VTVCab8 - BiBi
00:00 - Thời sự 0h -  ,00:00 - Phim tài liệu khoa học - Đừng đổ tại trời,"00:00 - Khám phá thế giới - Cuộc cách mạng trong kinh doanh - Tập 5: ""Chống tham nhũng trong kinh doanh""",00:00 - Bản tin tiếng Việt 0h -  ,00:00 - Phim tài liệu - Việt Lào nụ cười sáng mãi,00:00 - Phim tài liệu - Việt Lào nụ cười sáng mãi,00:00 - Phim tài liệu - Việt Lào nụ cười sáng mãi,00:00 - Thể thao - Tạp chí thể thao thế giới,00:00 -  - ,00:00 -  - ,00:00 - Thể thao -  ,00:00 - Chỉ yêu mình em - Tập 81,00:00 -  - ,00:00 -  - ,00:00 - Chân tình bốn phương - Tập 339 - 340 -  ,00:00 - Phim truyện - Phượng mưu hoàng kế - Tập 6,00:00 -  - 
00:15 - Tiếng nói phụ nữ -  ,00:45 - Khám phá thế giới - Thế giới võ thuật - Tập 11,00:30 - Truyền hình trực tiếp - FIFA World Cup 2018: Thụy Sĩ – Costa Rica,00:20 - Sức sống thể thao -  ,00:30 - Sống khỏe mỗi ngày - Giống gà rừng tai trắng,00:30 - Bạn của nhà nông - Giống gà rừng tai trắng,00:30 - Sống khỏe mỗi ngày - Giống gà rừng tai trắng,00:30 - Truyền hình trực tiếp - Giải bóng đá World Cup 2018: Serbia - Brazil,06:00 - Thức dậy cùng VTV7 -  ,05:00 - Ký sự -  ,00:30 - Hương tình yêu -  ,01:00 - Sao và sự kiện - Tập 313,00:30 - Bật mí bí mật - Số 7,00:02 - Phim truyện - Đò dọc - Tập 24,02:00 - Phim sitcom - Nè biết gì chưa - Tập 108 -  ,01:00 - Phim truyện - Hoa trong ngục - Tập 57,06:00 - Phim hoạt hình - Bí ẩn đại dương sâu thẳm  - Tập 25
00:30 - Ấn tượng thể thao 7 ngày -  ,01:30 - Phim truyện - Vòng xoáy vương quyền - Tập 17,03:30 - Lựa chọn của trái tim -  ,00:25 - Thời tiết du lịch -  ,01:00 - Khám phá thế giới - Loài vật nguy hiểm - Tập 4,01:00 - Khám phá thế giới - Loài vật nguy hiểm  tập - Phần 4,01:00 - Khám phá thế giới - Sứ giả thời trang - Tập 3,03:30 - Thể thao - Đường tới nước Nga - Số 16,07:00 - Crack'em up - Số 10,05:15 - Kết nối miền Trung -  ,00:40 - X-Show - Trải nghiệm lái máy bay Yak 52,01:30 - Sao thế giới - Tập 154,01:00 - Ẩm thực quanh ta - Số 25,01:00 - Phim truyện - Sức nặng tình thâm - Tập 25,02:30 - Thực đơn đỉnh - Số 05 -  ,02:00 - Phim truyện - Kẻ phụ tình - Tập 33,06:30 - Phim hoạt hình - Pokemon  - Phần 1  - Tập 6
01:00 - Thời sự 1h -  ,"02:15 - Ngôi nhà giới tính - Quỹ đen, quỹ đỏ",04:30 - Hãy chọn giá đúng -  ,00:30 - Vui sống mỗi ngày -  ,02:00 - Vui sống mỗi ngày -  ,02:00 - Vui sống mỗi ngày -  ,02:00 - Vui sống mỗi ngày -  ,04:00 - Phim truyện - Làm chồng đại gia - Tập 39,07:30 - Nghệ nhân - Tấm vé tới trường,05:25 - Chào buổi sáng Bông lúa -  ,01:00 - Luôn có cách để yêu thương - Mẹ đơn thân,02:00 - Khám phá Malaysia cùng Martin Yan Phần 2- Tập 13 -  ,01:30 - 360 độ Thời trang - Số 25,02:00 - Phim truyện - Nhà trọ có 4 cô chiêu - Tập 31,03:00 - Ca nhạc - VZ Playlist - Tập 106 -  ,03:00 - Phim truyện - Phượng mưu hoàng kế - Tập 7,07:00 - Ngôi sao Bibi - Số 3
01:10 - Talk VietNam - Người phụ nữ Anh và ngôi trường hi vọng,02:30 - Khám phá thế giới - Hành tinh cát - Tập 2,05:10 - Văn hóa - Sự kiện và Nhân vật -  ,01:15 - Người Việt bốn phương -  ,02:45 - Kiến thức và cuộc sống -  ,02:45 - Kiến thức và cuộc sống -  ,"03:00 - Phim hoạt hình - Farhat 2 - Hoàng tử Farhat và viên pha lê bọ cạp - Tập 17,18",04:45 - Khám phá Việt Nam - Nét Việt xưa ở làng Nôm,07:45 - Đổi mới sáng tạo - Số 25,06:00 - Chào ngày mới -  ,01:30 - Khám phá thế giới - Từ nguyên liệu đến món ăn,02:30 - Sắc đẹp tội lỗi - Tập 5,02:00 - Cha con hợp sức - Số 1,03:00 - Phim truyện - Yêu thuê - Tập 31,04:00 - Nghịch cảnh - Tập 36 -  ,04:00 - Phim truyện - Nhà tôi là nhất - Tập 92,08:00 - Phim hoạt hình - Huyền thoại một anh hùng  - Tập 24
02:00 - Thời sự 2h -  ,03:15 - Bạn của nhà nông -  ,06:00 - Nhịp đập 360 độ thể thao -  ,01:30 - Phim truyện - Sống chung với mẹ chồng - Tập 7,"03:00 - Phim hoạt hình - Mongini - Giấc mơ ngôi sao - Tập 19, 20","03:00 - Phim hoạt hình - Mongini - Giấc mơ ngôi sao - Tập 19, 20",03:30 - Ca nhạc -  ,05:00 - Khám phá thế giới - Thực phẩm làm đẹp da - Tập 11,08:00 - Mẹ ơi tại sao - Số 1: Khoa học thú vị,06:30 - Thông tin - Thông báo -  ,02:00 - Tôi người Việt Nam - Người giữ “hồn” cho những ngôi chùa Khmer Nam Bộ,03:30 - Sao thế giới - Tập 154,02:30 - Chuyện gia đình vàng - Số 40,04:00 - Phim truyện - Hoàng hôn dịu dàng - Tập 47,05:00 - Chân tình bốn phương - Tập 339 - 340 -  ,05:00 - Phim truyện - Con riêng của mẹ - Tập 35,08:30 - Phim hoạt hình - Lucas & Emily  - Tập 10
02:10 - Phim truyện - Thế lực cạnh tranh - Tập 42,"04:00 - Sống như những đóa hoa - Người giữ ""nếp nhà"" Hội An",06:45 - S- Việt Nam - Thử thách bên dòng Datalan,02:15 - Nhịp sống công nghệ - Số 23,03:30 - Ca nhạc -  ,03:30 - Ca nhạc -  ,04:00 - Atlas miền Trung - Khám phá Đà Lạt,05:30 - Hôm nay ai đến? -  ,08:15 - Baby on the way - Số 2: Chào mừng đến phòng tớ,06:35 - Phim truyện - Nỗi lòng mẹ kế - Tập 34,02:20 - Cơm ấm nhà mình -  ,04:00 - Chuyện khó đỡ - Tập 103,02:45 - Bật mí bí mật - Số 7,05:00 - Phim truyện - Tơ đồng vương vấn - Tập 9,07:00 - Đội đặc nhiệm CID - Tập 170 -  ,06:00 - Phim truyện - Kẻ phụ tình - Tập 34,09:00 - Phim hoạt hình - Bí ẩn đại dương sâu thẳm  - Tập 26
03:00 - Thời sự 3h -  ,04:30 - Khám phá thế giới - Sống cùng sư tử - Tập 9,06:55 - Quà tặng cuộc sống - Tình yêu màu nắng,02:30 - Giai điệu cuộc sống - Góc phố dịu dàng,04:00 - Atlas miền Trung - Khám phá Đà Lạt,04:00 - Atlas miền Trung - Khám phá Đà Lạt,04:30 - Phim truyện - Hạnh phúc duyên đưa - Tập 40,06:00 - Bảng xếp hạng âm nhạc Hàn Quốc -  ,08:30 - Chuyện học trò - Số 1: Tình yêu tuổi học trò,07:20 - Ký sự -  ,02:30 - Thanh xuân gia đình -  ,05:00 - Bác sĩ ma cà rồng - Tập 11,03:00 - Yeah1 on stage - Số 26,06:00 - Phim truyện - Đò dọc - Tập 25,08:00 - Ca nhạc - VZ Playlist - Tập 107 -  ,07:00 - Phim truyện - Phượng mưu hoàng kế - Tập 8,09:30 - Phim hoạt hình - Coconut - Chú rồng tinh nghịch  - Tập 21
03:10 - Phim truyện - Mỹ nhân Sài Thành - Tập 23,05:00 - Khoảng trời riêng - Niềm thương ca Huế,07:00 - Cà phê sáng -  ,03:00 - Bản tin tiếng Pháp -  ,04:30 - Phim truyện - Hoa thiên cốt - Tập 25,04:30 - Phim truyện - Hoa Thiên Cốt - Tập 25,05:15 - Khám phá Việt Nam -  ,06:30 - Phim hoạt hình - Ba chiến binh nhí - Tập 38,09:00 - Phim hoạt hình - Boing biệt đội cứu hộ - Tập 4,07:35 - Quốc gia khởi nghiệp -  ,03:00 - Gặp nhau để cười -  ,06:00 - Ca sĩ bí ẩn - Tập 8,04:00 - Bạn muốn hẹn hò - Số 82,07:00 - Phim truyện - Sức nặng tình thâm - Tập 26,09:00 - Phim sitcom - Nè biết gì chưa - Tập 108 -  ,08:00 - Phim truyện - Nhà tôi là nhất - Tập 93,10:00 - Phim hoạt hình - Cô bé bướng bỉnh  - Tập 17
04:00 - Thời sự 4h -  ,05:15 - Góc nhìn môi trường -  ,07:50 - Nét ẩm thực Việt -  ,03:30 - Chân dung cuộc sống - Chuyện ở một khu chung cư,05:15 - Khám phá Việt Nam -  ,05:15 - Khám phá Việt Nam -  ,05:30 - Chương trình tiếng Gié Triêng -  ,07:00 - Thể thao - Giải bóng đá World Cup 2018: Serbia - Brazil,09:10 - Phim hoạt hình - Đội thám hiểm mỹ thuật - Tập 35,08:00 - Phim truyện - Trại cá sấu - Tập 24,03:10 - Nhìn ra thế giới - Những cuộc di cư lớn của tự nhiên,07:00 - Người tình của tôi - Tập 10,04:30 - Siêu thị âm nhạc - Số 141,08:00 - Phim truyện - Nhà trọ có 4 cô chiêu - Tập 32,09:30 - Thực đơn đỉnh - Số 05 -  ,09:00 - Phim truyện - Hoa trong ngục - Tập 58,10:30 - Phim hoạt hình - Huyền thoại một anh hùng  - Tập 25
